parent_metro_region,state_code,region_type,region,median_sale_price,median_ppsf,median_sale_price_cagr,median_ppsf_cagr
"Fort Worth, TX",TX,place,"Aledo, TX",695000.0,215.9004318008636,0.07570701242311051,0.07677314373456157
"Rockingham County, NH",NH,place,"Hampton Beach, NH",390000.0,587.3493975903615,0.006923142059345189,0.07767918367715243
"Birmingham, AL",AL,place,"Calera, AL",270000.0,150.77473182359952,0.08417759573482142,0.07174152221442665
"Orlando, FL",FL,place,"Winter Park, FL",664500.0,381.7756287121061,0.07665143992513546,0.09888826668386086
"Jacksonville, FL",FL,place,"Butler Beach, FL",725000.0,402.2716516800757,0.05132722920480526,0.08785491899462272
"Hagerstown, MD",MD,place,"Cavetown, MD",292500.0,246.6480778357855,0.0557660561056017,0.07008421217327432
"Lebanon, NH",NH,place,"Littleton, NH",366900.0,204.74330357142856,0.09728128228396526,0.1134758762104231
"McMinnville, TN",TN,place,"McMinnville, TN",210000.0,140.1098901098901,0.08776600525358935,0.0832781995482903
"Miami, FL",FL,place,"Kendale Lakes, FL",640000.0,390.6936573289394,0.10310022355162984,0.11251784719089697
"Harrisonburg, VA",VA,place,"Broadway, VA",342290.0,199.40179461615156,0.03253975479301796,0.07589587732755643
"Anaheim, CA",CA,place,"Costa Mesa, CA",1380000.0,745.3259221829206,0.07046203099948656,0.0631776413629852
"Freeport, IL",IL,place,"Freeport, IL",104900.0,72.69577269577269,0.0294808063215668,0.0710859470192684
"Cortland, NY",NY,place,"Scott, NY",372500.0,389.09478307582253,0.11721367323756349,0.14575095029016594
"Salinas, CA",CA,place,"Pine Canyon, CA",749000.0,279.8953662182362,0.12930924721718529,0.06970797270017326
"Hilo, HI",HI,place,"Leilani Estates, HI",400000.0,210.9704641350211,0.11809542275338947,0.08557937669797955
"Gloversville, NY",NY,place,"Mayfield, NY",293500.0,214.0873015873016,0.03404367167319622,0.08569185667469315
"New Brunswick, NJ",NJ,place,"Colonia, NJ",547500.0,397.2257250945776,0.06307221515637651,0.07891440534672722
"Cincinnati, OH",OH,place,"Mason, OH",520000.0,161.11111111111111,0.07598528863231135,0.04984732810972936
"Atlanta, GA",GA,place,"Acworth, GA",370000.0,188.1720430107527,0.09558865658090099,0.09313863520018817
"Tacoma, WA",WA,place,"Milton, WA",617495.0,306.75399326397223,0.09354637754766815,0.10584830418980218
"Philadelphia, PA",PA,place,"Folsom, PA",379000.0,196.1414790996785,0.053526997363984696,0.03089535293509771
"Sebastian, FL",FL,place,"Vero Beach South, FL",367500.0,215.728348040662,0.12295315831256692,0.09885241099202369
"Houston, TX",TX,place,"Jersey Village, TX",393500.0,164.4601277560272,0.054687688298972414,0.06400465546073275
"Chicago, IL",IL,place,"Oak Forest, IL",290000.0,176.32994620442318,0.0728885480526067,0.06855613071045252
"Winston-Salem, NC",NC,place,"Winston-Salem, NC",259997.0,161.39240506329114,0.06773494554167447,0.08384338513966338
"Tampa, FL",FL,place,"Riverview, FL",410000.0,196.8279198341396,0.09202729481788352,0.08432519095444024
"Houston, TX",TX,place,"Hilshire Village, TX",1140775.0,294.5455719080816,0.10377640606542982,0.04477683969548063
"Tampa, FL",FL,place,"Temple Terrace, FL",450000.0,196.1160339539664,0.1062081824982728,0.09859772189530402
"Yakima, WA",WA,place,"Tieton, WA",330000.0,222.22222222222223,0.043776579902244483,0.03911529430611238
"Providence, RI",MA,place,"Freetown, MA",720000.0,320.2496736979496,0.09904998966029122,0.06608572523051093
"Atlanta, GA",GA,place,"Buchanan, GA",244500.0,168.0672268907563,0.0833965130332035,0.10673151078049514
"Roseburg, OR",OR,place,"Tri-City, OR",182500.0,159.3318835038078,0.005943160536810543,0.08532189805547885
"Columbus, OH",OH,place,"Lincoln Village, OH",225250.0,180.94687934804216,0.14105566337392306,0.127651749120528
"Birmingham, AL",AL,place,"Oneonta, AL",240925.0,112.76284465220968,0.13401586289004608,0.09009223770582397
"St. Louis, MO",MO,place,"Normandy, MO",59900.0,48.22530864197531,0.16506014787943246,0.10353696721976413
"Peoria, IL",IL,place,"Elmwood, IL",330000.0,104.39734261309712,0.17111758637970476,0.09126572018010237
"Champaign, IL",IL,place,"Homer, IL",151500.0,107.79661016949152,0.1611634888056408,0.1590456125781894
"Kansas City, MO",MO,place,"Cleveland, MO",219950.0,117.52949288697644,0.004640003339487331,-0.01539531066899058
"Fort Morgan, CO",CO,place,"Wiggins, CO",432500.0,158.96820635872825,0.08181248329564039,0.05974692834662232
"Dallas, TX",TX,place,"Wylie, TX",455000.0,195.7905041605482,0.09723088411099456,0.0898007980498472
"Nassau County, NY",NY,place,"Elmont, NY",650000.0,496.6952534438433,0.07684988567362461,0.07630588904450297
"Wenatchee, WA",WA,place,"Manson, WA",525000.0,479.35677623292736,0.034219694129380196,
"Los Angeles, CA",CA,place,"Hawaiian Gardens, CA",581500.0,756.8684210526316,0.06238174347427705,0.1293576281268385
"Scranton, PA",PA,place,"Mount Cobb, PA",324000.0,145.22635589421785,0.09562054064036785,0.08486266515646435
"Montgomery County, PA",PA,place,"Evansburg, PA",660000.0,171.08750061343673,0.07634460948000377,0.01011833850320265
"Worcester, MA",MA,place,"Fitchburg, MA",385000.0,241.56746031746036,0.103341170062347,0.09467535721406195
"Lake County, IL",IL,place,"Port Barrington, IL",245000.0,263.44086021505376,0.006337890127213086,0.09074376219878322
"Chicago, IL",IL,place,"South Chicago Heights, IL",171500.0,182.24773485228584,0.10890266942074134,0.16178153619474456
"Moses Lake, WA",WA,place,"Cascade Valley, WA",345400.0,193.17673378076063,-0.022236947653795358,0.007392179261563214
"Fayetteville, NC",NC,place,"Raeford, NC",240000.0,147.7832512315271,0.2089013820911636,0.20451287737678414
"College Station, TX",TX,place,"Hearne, TX",239900.0,158.87417218543047,0.17037144247174774,0.14937851854260553
"St. Louis, MO",MO,place,"Troy, MO",249995.0,172.01502201502203,0.0761554456125435,0.08751397144476636
"West Palm Beach, FL",FL,place,"Wellington, FL",862500.0,310.7692307692308,0.09438241483623178,0.08546937210275862
"Gloversville, NY",NY,place,"Gloversville, NY",160000.0,143.2408236347359,0.08633627231664431,0.1532832552981449
"Camden, NJ",NJ,place,"Marlton, NJ",470000.0,234.5537757437071,0.05899374128323709,0.04498767080048238
"Columbus, OH",OH,place,"Dublin, OH",583400.0,206.87467764147885,0.04752778574751115,0.060643414610447754
"Napa, CA",CA,place,"Silverado Resort, CA",2545000.0,745.2542031209828,0.1122616487440673,0.05661449891919457
"Boston, MA",MA,place,"Saugus, MA",577500.0,366.5830940416368,0.05286645583092886,0.06549774386643081
"Boston, MA",MA,place,"Saugus, MA",625000.0,256.8845047266749,0.06122162746476989,0.028274538140645955
"Albany, NY",NY,place,"Conesville, NY",52500.0,45.57291666666666,-0.07338211571085629,-0.05122996617864117
"Florence, AL",AL,place,"Tuscumbia, AL",224975.0,132.7462962962963,0.12303816215800412,0.12982343860922652
"Eugene, OR",OR,place,"Dunes City, OR",490950.0,364.5370596868885,0.043000301177729794,0.126001634627682
"Shelbyville, TN",TN,place,"Normandy, TN",350000.0,188.98488120950324,0.13460132127033186,0.1569043087448827
"Lebanon, PA",PA,place,"Sand Hill, PA",240000.0,131.86813186813183,0.13112687251123645,0.10931621893586385
"Los Angeles, CA",CA,place,"Rolling Hills Estates, CA",1799000.0,968.2454251883746,0.02649807434535001,0.04530518826710783
"Riverside, CA",CA,place,"Sunnyslope, CA",740000.0,318.69078380706287,0.12568363215832368,0.06715277352405224
"Pittsburgh, PA",PA,place,"New Stanton, PA",327495.0,178.05673258003768,0.03396582056108799,
"Miami, FL",FL,place,"West Little River, FL",422500.0,379.88306150261576,0.18871172102213207,0.18561036828368604
"Richmond, VA",VA,place,"Meadowbrook, VA",326506.5,172.97715672328675,0.0883695420698054,0.07736932606133151
"Atlanta, GA",GA,place,"Conley, GA",235000.0,156.64750489236792,0.1865004116297846,0.1598711654162246
"Charlotte, NC",NC,place,"Monroe, NC",390364.0,179.2418754248724,0.1087802867653318,0.0896555893284432
"Nassau County, NY",NY,place,"Aquebogue, NY",773500.0,445.94594594594594,0.08891664852123249,0.056074215037889896
"Syracuse, NY",NY,place,"Mattydale, NY",122450.0,117.31063436154692,0.035068115321982285,0.062345893105058
"Punta Gorda, FL",FL,place,"Punta Gorda, FL",385495.0,224.63098682250268,0.030213710651001868,0.045377282612678815
"Cleveland, OH",OH,place,"Mayfield, OH",355000.0,174.732872407291,0.05069591855400013,0.07331747153502222
"Kinston, NC",NC,place,"La Grange, NC",235000.0,104.12051395657952,0.18239209782348342,0.06252347243523881
"Reading, PA",PA,place,"Robesonia, PA",280325.0,138.35559497022854,0.057349780358642466,0.041672967879015754
"Springfield, MA",MA,place,"Wilbraham, MA",472000.0,210.72247706422016,0.02190406371741127,0.06651865950258395
"Springfield, MA",MA,place,"Wilbraham, MA",547500.0,243.82277699364852,0.03718048960669229,0.08219319624092591
"Stockton, CA",CA,place,"August, CA",345000.0,276.0,0.17461894308801895,0.12354475126291731
"Jacksonville, FL",FL,place,"Nassau Village-Ratliff, FL",395000.0,188.0902243221084,0.11728920131252396,0.1129067070804215
"Bellefontaine, OH",OH,place,"Bellefontaine, OH",178500.0,129.87012987012986,0.07701544030436325,0.09163237513397071
"Omaha, NE",NE,place,"Bellevue, NE",257000.0,130.1126460335406,0.07473727327817725,0.06251784224330259
"Riverside, CA",CA,place,"Woodcrest, CA",965000.0,318.631669535284,0.09070481160168864,0.07204119422310784
"Davenport, IA",IL,place,"Orion, IL",110000.0,101.1029411764706,-0.0009495673301400664,0.013335749235237726
"Zanesville, OH",OH,place,"New Concord, OH",150000.0,115.91962905718702,0.03881147750004743,0.05119523260932857
"Fort Worth, TX",TX,place,"Arlington, TX",320000.0,179.6028880866426,0.08853636228085571,0.09255287817933944
"Augusta, ME",ME,place,"Hallowell, ME",325000.0,183.1649831649832,0.05138981226224759,0.06024651252648083
"Washington, DC",MD,place,"Hughesville, MD",605000.0,222.2630418809699,0.03006335722466269,0.06634719871750527
"Springfield, IL",IL,place,"Riverton, IL",162000.0,88.21453775582216,0.07111411045384197,0.046750650587723985
"Sherman, TX",TX,place,"Van Alstyne, TX",361090.0,190.68396226415092,0.07254526442985032,0.10226256588529958
"Breckenridge, CO",CO,place,"Keystone, CO",3452500.0,613.1746126357405,0.17322467026235278,0.06775319432118776
"Brookings, OR",OR,place,"Brookings, OR",361000.0,288.5256837891928,0.05592316465876079,0.09195275920152168
"Los Angeles, CA",CA,place,"Cerritos, CA",960000.0,614.8648648648649,0.04794786234727866,0.06597985937180528
"Visalia, CA",CA,place,"Exeter, CA",370000.0,217.2312223858616,0.1415016651738248,0.13756899655115618
"Minneapolis, MN",MN,place,"Scandia, MN",402500.0,157.36728716527475,0.031808349652974854,0.010900099458916346
"Washington, DC",VA,place,"Broadlands, VA",995000.0,249.0138067061144,0.050428491255214425,0.023507048709757727
"Charlotte, NC",NC,place,"Kannapolis, NC",275000.0,197.5362690707351,0.09109731071613436,0.11482913123698957
"Lebanon, NH",VT,place,"Springfield, VT",189250.0,123.69481009186892,0.07031203303340394,0.10255685633410128
"Hilo, HI",HI,place,"Mountain View, HI",369500.0,303.11939964157705,0.08168661015717849,0.06989008959006648
"Cortland, NY",NY,place,"Munsons Corners, NY",385000.0,191.16186693147964,0.12491394021159596,0.08276129942689536
"Providence, RI",MA,place,"Bliss Corner, MA",510000.0,282.60869565217394,0.10976178866032371,0.03871992432982352
"New Brunswick, NJ",NJ,place,"Shrewsbury, NJ",807500.0,417.3278303146872,0.01808461793999161,0.08479242502425977
"Beaumont, TX",TX,place,"Nederland, TX",179900.0,119.33384116552918,-0.005395041891401053,0.029114007455895097
"Huntsville, AL",AL,place,"New Hope, AL",308840.0,162.01959306706857,0.09466782448719147,0.10559582859124239
"Oakland, CA",CA,place,"Hayward, CA",902000.0,660.2641056422569,0.07943308376739999,0.08080085449163521
"Watertown, WI",WI,place,"Palmyra, WI",280000.0,178.343949044586,0.03293573031448305,0.003754533066223864
"Seattle, WA",WA,place,"Kent, WA",655000.0,331.49375975039004,0.09512511087539166,0.08811616023651592
"Ellensburg, WA",WA,place,"Ellensburg, WA",467250.0,270.3217249533104,0.07486109887823988,0.08919593760857425
"St. Louis, MO",MO,place,"Foristell, MO",307780.0,198.06316037794411,-0.025072443467527572,0.05224720006689987
"Harrisburg, PA",PA,place,"New Cumberland, PA",266250.0,181.98247326451195,0.049028481405839264,0.06575857760427706
"Kill Devil Hills, NC",NC,place,"Nags Head, NC",1100000.0,533.9289512869601,0.11287804048775985,0.09745642697219825
"Naples, FL",FL,place,"Berkshire Lakes, FL",625000.0,313.4403209628887,0.09595822638521723,0.07249688521342179
"Montgomery County, PA",PA,place,"Sanatoga, PA",420000.0,156.6579634464752,0.09306507728409064,0.054300529392343755
"Baltimore, MD",MD,place,"Phoenix, MD",737500.0,191.06217616580307,0.07360716539848466,0.00794119465407328
"Poughkeepsie, NY",NY,place,"Crawford, NY",435000.0,215.0907792737658,0.0380284173097698,0.044786712534832906
"Camden, NJ",NJ,place,"Palmyra, NJ",395451.0,232.87711842277056,0.037788644298610174,0.0859967958714627
"Montgomery County, PA",PA,place,"Glenmoore, PA",675000.0,218.51731952088053,0.18369380853048423,0.08505315173987693
"Fairbanks, AK",AK,place,"North Pole, AK",338450.0,219.88858532249208,0.1003683297395257,0.08603113431113818
"Glens Falls, NY",NY,place,"Queensbury, NY",347500.0,224.85145573380868,0.030428252020373803,0.05838625637922035
"Reading, PA",PA,place,"Leesport, PA",335388.5,171.1849811778115,0.07588155916427453,0.06429209505067424
"Elmira, NY",NY,place,"Elmira Heights, NY",113350.5,70.38826404562923,0.08638015602732407,0.02933339932156165
"Fayetteville, NC",NC,place,"Spring Lake, NC",151000.0,110.87369420702754,0.09048657213685707,0.08687596493124028
"Paducah, KY",IL,place,"Metropolis, IL",93450.0,64.49400623802187,0.10162832834941349,0.07413197870880217
"Madera, CA",CA,place,"Oakhurst, CA",433000.0,228.9029535864979,0.07251887420066283,0.06615548127229398
"Oklahoma City, OK",OK,place,"Edmond, OK",333340.0,161.1957796014068,0.040135208748434126,0.0471556454373252
"North Port, FL",FL,place,"West Bradenton, FL",424500.0,327.0349519117992,-0.0001765069732678759,0.10137206169676327
"Rochester, NY",NY,place,"Fairport, NY",301000.0,168.0672268907563,0.06793344987989203,0.06221197444020876
"Warren, MI",MI,place,"New Haven, MI",250000.0,135.13513513513513,0.1952072769499522,0.16255632100159345
"Merced, CA",CA,place,"Dos Palos, CA",375000.0,265.58073654390927,0.11304523309455505,0.11008003134879418
"Nashville, TN",TN,place,"Dickson, TN",329900.0,223.8095238095238,0.09387073394548717,0.10296984755577121
"Taos, NM",NM,place,"Taos, NM",590000.0,311.48413731617046,0.10367939108711077,0.03075493008152108
"Barnstable Town, MA",MA,place,"Falmouth, MA",727500.0,478.6914765906362,0.06922885899556541,0.08591446665333291
"Boston, MA",MA,place,"Milton, MA",1362500.0,438.88660044255033,0.10060969546362908,0.056491478412265206
"Boston, MA",MA,place,"Milton, MA",1105000.0,555.5555555555555,0.07779437075336104,0.08169174589537165
"Salem, OR",OR,place,"Monmouth, OR",330983.5,237.84879764065332,0.09221610919554935,0.07837956172698601
"Roanoke, VA",VA,place,"Salem, VA",265000.0,150.62061092696845,0.07299440606851326,0.06376699381565354
"Niles, MI",MI,place,"Niles, MI",158000.0,114.97134670487108,0.1761520639248404,0.12381618392306759
"Providence, RI",RI,place,"Narragansett, RI",750000.0,448.36956521739125,0.07467424236099851,0.04096839206612879
"Berlin, NH",NH,place,"Gorham, NH",599966.5,225.020514280118,0.33851845686513204,0.26570463910184317
"Heber, UT",UT,place,"Snyderville, UT",1375000.0,641.1698537682789,0.0761575979471103,0.09322684622812671
"Cincinnati, OH",OH,place,"Landen, OH",413000.0,164.4500290305205,0.08205311074604449,0.05921105499298274
"Baltimore, MD",MD,place,"Crownsville, MD",1786000.0,495.7629713303011,0.105851540652945,0.12082764053856065
"Fort Worth, TX",TX,place,"Everman, TX",295124.0,193.69526820910696,0.19791576105490005,0.1866635440232849
"Detroit, MI",MI,place,"Highland Park, MI",95000.0,58.56966707768188,-0.10083562628511722,-0.07368377818251592
"Minneapolis, MN",MN,place,"Afton, MN",944380.5,259.0609571530122,0.11429377224654114,0.08785120185619588
"Tacoma, WA",WA,place,"Fircrest, WA",672255.0,381.6358727116648,0.09778943526077866,0.08916489649740833
"Anaheim, CA",CA,place,"Dana Point, CA",2088500.0,942.8916764095992,0.08965526316740347,0.07717672453550217
"New Brunswick, NJ",NJ,place,"New Egypt, NJ",547500.0,216.22174393680376,0.013265690050864531,0.07082901252166929
"Wisconsin Rapids, WI",WI,place,"Nekoosa, WI",135000.0,98.44559585492227,0.033555548751302844,0.049859199262888954
"Des Moines, IA",IA,place,"Mingo, IA",258000.0,205.4140127388535,0.10506954465879415,0.11519930350707552
"Bakersfield, CA",CA,place,"East Bakersfield, CA",210000.0,229.9703264094956,0.08842291989017026,0.11496276837379105
"Provo, UT",UT,place,"Nephi, UT",449950.0,150.61457973812117,0.13351197565967832,0.08570174252537854
"Nashville, TN",TN,place,"Charlotte, TN",347500.0,194.71125406684413,0.12824881317824066,0.08105970698164566
"Kalispell, MT",MT,place,"Evergreen, MT",450000.0,337.77777777777777,0.10095205563678533,0.1281672761555297
"Oakland, CA",CA,place,"Pleasant Hill, CA",967000.0,605.0129645635265,0.04715184898183389,0.05376628724098298
"Auburn, AL",AL,place,"Opelika, AL",311914.0,173.6280701754386,0.12268708580432097,0.16841814107281383
"Atlantic City, NJ",NJ,place,"Egg Harbor City, NJ",192500.0,134.89208633093526,-0.019751272591029156,0.03349712975308394
"Tacoma, WA",WA,place,"Rosedale, WA",1037500.0,329.82209737827714,0.1074181837262822,0.0782300326166856
"Boston, MA",MA,place,"Newburyport, MA",1047500.0,430.2311468335311,0.05863577857136448,0.051426872228075515
"Huntsville, AL",AL,place,"New Market, AL",254410.0,175.9443704197202,0.08751159086098204,0.07442750692285593
"Montgomery County, PA",PA,place,"Trevose, PA",400000.0,285.71428571428567,0.06454646415802956,0.06298290700742681
"Corning, NY",NY,place,"Corning, NY",159950.0,107.3735129663222,0.05128689582646162,0.04931837993487531
"Corning, NY",NY,place,"Corning, NY",282553.0,111.24716904892936,0.11284023388167452,0.05304386102514402
"Dayton, OH",OH,place,"Centerville, OH",330000.0,159.397312358507,0.06857867223861658,0.06943719067378451
"Charlotte, NC",SC,place,"Lake Wylie, SC",522000.0,229.91688950751688,0.08261951177274107,0.10599763777913718
"Sherman, TX",TX,place,"Preston, TX",266000.0,179.28913192071087,0.1944072701907411,0.20934607431264673
"Portland, OR",OR,place,"Aloha, OR",519000.0,322.8329145728643,0.07729599035105506,0.08462921829970749
"Worcester, MA",MA,place,"Whitinsville, MA",385000.0,403.5639412997904,0.00887258671778346,0.10175575166032957
"Seattle, WA",WA,place,"Eastmont, WA",800000.0,383.0682232761766,0.08163246049498785,0.0877731491319933
"Seattle, WA",WA,place,"Normandy Park, WA",847500.0,348.2587064676617,0.05429081130508462,0.05901672015375592
"Kapaa, HI",HI,place,"Kekaha, HI",575000.0,715.1741293532339,-0.0451839587118531,-0.021617135269108023
"Wilmington, DE",DE,place,"Edgemoor, DE",285000.0,181.94444444444449,0.006545380171709914,0.05121092590604204
"Huntsville, AL",AL,place,"Triana, AL",287415.0,173.217854763491,0.06415611398615106,0.10667173199516089
"Cambridge, OH",OH,place,"Cambridge, OH",57500.0,59.012875536480685,-0.0075066272014857605,0.028091649763175797
"Torrington, CT",CT,place,"Torrington, CT",275000.0,167.91044776119404,0.07859267981386098,0.07792883364376046
"Baltimore, MD",MD,place,"Havre de Grace, MD",427500.0,222.12615401364025,0.050984417822733885,0.02919869988664381
"Portland, OR",WA,place,"Felida, WA",529000.0,282.73809523809524,0.03313312810080005,0.0791807869555663
"Jacksonville, NC",NC,place,"Swansboro, NC",389500.0,203.5856055330693,0.06551297012748325,0.07619225323876333
"Orlando, FL",FL,place,"Southchase, FL",480000.0,203.9949001274968,0.11168744251973761,0.06925854102550066
"Wabash, IN",IN,place,"Wabash, IN",125500.0,99.78425742626803,0.1489733058642022,0.12270284544324639
"Sioux Falls, SD",SD,place,"Marion, SD",230000.0,109.9907826071006,0.24847193112378707,0.2083194395292629
"Bucyrus, OH",OH,place,"Bucyrus, OH",130000.0,74.24406047516199,0.11191882722986324,0.08036720571954103
"Lake County, IL",IL,place,"Lake Catherine, IL",550000.0,209.28462709284628,0.27479313057526467,0.19690715168374995
"Longview, TX",TX,place,"Henderson, TX",257450.0,129.8071347978409,0.07977308816683482,0.06433939830752289
"Provo, UT",UT,place,"Highland, UT",820000.0,234.6153846153846,0.06447369372713174,0.08755217527976478
"Keene, NH",NH,place,"West Swanzey, NH",255000.0,118.27458256029684,0.05917769856192967,0.041369514154097065
"Cleveland, OH",OH,place,"Willoughby Hills, OH",420000.0,162.19963031423293,0.08030094513393249,0.0363459150800447
"York, PA",PA,place,"North York, PA",225000.0,143.67816091954023,-0.010480741793785553,0.04098005832371254
"Chicago, IL",IL,place,"Stone Park, IL",325000.0,186.7816091954023,0.12447024799823159,0.12201684988427841
"Tampa, FL",FL,place,"Ridge Manor, FL",210000.0,169.5214031551692,0.05764522050882892,0.09804148313689454
"Denver, CO",CO,place,"Four Square Mile, CO",830000.0,213.2736763609247,0.08341584165068383,0.053856074306269264
"Detroit, MI",MI,place,"Riverview, MI",275700.0,138.9838349037627,0.045018167999842484,0.05290362241487645
"Washington, DC",VA,place,"Crosspointe, VA",910000.0,315.87057010785827,0.0415802214324652,0.05433444820064315
"Oxnard, CA",CA,place,"Ojai, CA",1805000.0,750.5224660397074,0.11926296570726125,0.07335017391733856
"York, PA",PA,place,"Valley View, PA",254000.0,163.75212985382478,0.08246431377936769,0.09113839969628779
"Lexington, KY",KY,place,"Lexington, KY",327500.0,172.7102158029582,0.07561146250683315,0.06850003211279465
"Lake County, IL",WI,place,"Salem Lakes, WI",345000.0,162.75424742761425,0.14970202960319523,0.07750804063737915
"Coos Bay, OR",OR,place,"Coquille, OR",247500.0,219.1700759789597,0.0665057102973674,0.10926008200139048
"Boston, MA",MA,place,"Winchester, MA",1799500.0,483.6907702672356,0.09792643984043359,0.0220012405000396
"Boston, MA",MA,place,"Winchester, MA",2280750.0,499.0630801022732,0.12425758676164955,0.025203752583756067
"Louisville, KY",KY,place,"Spring Valley, KY",925000.0,161.0376044568245,0.059297665115022324,0.027910655379227656
"Crestview, FL",FL,place,"Mary Esther, FL",385000.0,210.0,0.10804695425433963,0.076738821317202
"Wilmington, DE",DE,place,"Hockessin, DE",645000.0,188.3720930232558,0.04635146280376401,0.01887206177512124
"Rockingham County, NH",NH,place,"Derry, NH",484500.0,256.64259041989123,0.08719500563921989,0.08903306624840135
"Forest City, NC",NC,place,"Forest City, NC",198000.0,142.85714285714286,0.0921571512210233,0.17724994941371008
"Denver, CO",CO,place,"Kiowa, CO",425000.0,312.2703894195445,0.09031902435074923,0.09309100170101647
"Baltimore, MD",MD,place,"Ellicott City, MD",675000.0,271.9298245614035,0.022187224206410505,0.026157300178734078
"Flint, MI",MI,place,"Fenton, MI",316500.0,183.7636867636868,0.11147091593460101,0.09354046102994906
"Cleveland, OH",OH,place,"Broadview Heights, OH",392500.0,177.62589296392267,0.04366223693531701,0.04156420842796904
"Rockingham County, NH",NH,place,"Somersworth, NH",347000.0,245.94907407407408,0.06377256812516663,0.08324225501993832
"Cincinnati, OH",OH,place,"Delshire, OH",232500.0,134.9542762301484,0.06509359971710427,0.06050455620567674
"Vineland, NJ",NJ,place,"Silver Lake, NJ",430000.0,195.0898728627795,0.06703060329417543,0.033925510701243056
"Chicago, IL",IL,place,"Monee, IL",234000.0,104.9506195432844,0.04272434574535233,0.021259569751844953
"Columbus, OH",OH,place,"Pickerington, OH",450724.0,166.28180402152367,0.10112905847744913,0.07829491739462102
"Wichita, KS",KS,place,"Goddard, KS",219750.0,116.3856890711269,0.0624560406484449,0.06554378677281236
"Lexington, NE",NE,place,"Lexington, NE",210000.0,164.576802507837,0.23232311484701285,0.20071251439676496
"Buffalo, NY",NY,place,"Hartland, NY",198500.0,158.7448559670782,0.004518345463826012,0.04587361177729132
"Buffalo, NY",NY,place,"Buffalo, NY",195000.0,148.64164220781868,0.08281732022893395,0.09926464027949744
"Indianapolis, IN",IN,place,"Brooklyn, IN",435000.0,266.8711656441717,0.16935071749144504,0.1387202067208715
"Pittsburgh, PA",PA,place,"West Mifflin, PA",145500.0,115.47619047619048,0.07903469242279271,0.05778614410282201
"Springfield, MA",MA,place,"Southwick, MA",710000.0,257.24637681159413,0.15860053963238374,0.0424853043219624
"Lancaster, PA",PA,place,"Clay, PA",69500.0,59.498371998372,-0.0988294174352844,-0.05683936683254176
"San Francisco, CA",CA,place,"Highlands-Baywood Park, CA",2377500.0,1370.1578073089702,0.050041644267065255,0.05033165528419237
"Riverside, CA",CA,place,"Yucca Valley, CA",383000.0,247.74774774774772,0.13338762247709957,0.12301372525585719
"Atlantic City, NJ",NJ,place,"Collings Lakes, NJ",132500.0,73.6111111111111,0.10236289684174493,0.07252135112382252
"Louisville, KY",IN,place,"New Salisbury, IN",337000.0,136.60316173490068,0.1750992801275857,0.11103677250708488
"Tulsa, OK",OK,place,"Kellyville, OK",268000.0,169.0851735015773,0.20980726967474816,0.19958050907351366
"Anaheim, CA",CA,place,"Westminster, CA",970000.0,606.9806904251404,0.06798109936371532,0.06536091837014646
"Buffalo, NY",NY,place,"Alden, NY",262500.0,211.16858237547893,0.09606265806928782,0.09083035982623788
"Mexico, MO",MO,place,"Mexico, MO",124950.0,101.69417252187348,-0.06279664211562319,0.056369179082830456
"Defiance, OH",OH,place,"Defiance, OH",177000.0,102.85293569611922,0.0972043547637722,0.09099206338764332
"Fort Worth, TX",TX,place,"Grandview, TX",431420.0,188.97849462365593,0.164973558778021,0.11844091385322142
"Fort Worth, TX",TX,place,"Willow Park, TX",410000.0,196.17224880382776,0.07326119118956154,0.06728461442914768
"Chicago, IL",IL,place,"Westchester, IL",325000.0,244.95860042735043,0.06477632996727811,0.048254335483089994
"Tulsa, OK",OK,place,"Taylor Ferry, OK",250000.0,136.46288209606988,0.03225468363285522,0.07508641527118232
"Columbus, OH",OH,place,"Newark, OH",245000.0,163.297889850874,0.12198341731938234,0.11991164093741746
"Atlantic City, NJ",NJ,place,"McKee City, NJ",510000.0,190.44062733383123,0.10917777497304271,0.05874870378953201
"Amarillo, TX",TX,place,"Amarillo, TX",222450.0,143.0767474484024,0.04814595098800023,0.05484011122817445
"Knoxville, TN",TN,place,"Rockwood, TN",178500.0,167.68182430222942,-0.026188602831499597,0.03247216548489429
"Tacoma, WA",WA,place,"Gig Harbor, WA",875000.0,372.41379310344826,0.10411032000450016,0.10179396246337036
"Houston, TX",TX,place,"League City, TX",375000.0,166.53206650831353,0.07035481400617316,0.06801278681739431
"Rochester, MN",MN,place,"Wabasha, MN",350000.0,188.78101402373247,0.03923228156793135,0.0613870424528411
"Asheville, NC",NC,place,"Montreat, NC",915000.0,323.2073472271282,0.10905675999079412,0.06360671820469088
"Lancaster, PA",PA,place,"Swartzville, PA",275000.0,175.27087316762268,0.020269766762328834,0.053411604606509844
"Arcadia, FL",FL,place,"Arcadia, FL",244900.0,162.59029927760577,0.15295850510491116,0.17032956648435804
"New Brunswick, NJ",NJ,place,"Weston, NJ",552500.0,280.14019602745424,0.023029036915160672,0.039081233755583034
"Pittsfield, MA",MA,place,"Sheffield, MA",425125.0,248.309209058456,0.05039907273326971,0.05993420273538175
"Cleveland, OH",OH,place,"Seven Hills, OH",297670.0,172.41379310344828,0.07873865583547479,0.07068112042452457
"Los Angeles, CA",CA,place,"East Rancho Dominguez, CA",605000.0,653.4186683522967,0.09778638879402912,0.09170637613379307
