parent_metro_region,state_code,region_type,region,median_sale_price,median_ppsf,median_sale_price_cagr,median_ppsf_cagr
"Rockford, IL",IL,place,"Rockton, IL",262450.0,113.32844727404458,0.10580241584539363,0.04126567693590566
"Tucson, AZ",AZ,place,"Tanque Verde, AZ",655000.0,257.66941200509245,0.09325535761319381,0.07458517857129165
"Mansfield, OH",OH,place,"Lexington, OH",221950.0,130.32980843258912,0.016469564771399714,0.06579501662411791
"Laramie, WY",WY,place,"Fox Park, WY",350000.0,312.5,0.06935400751924625,0.04943246835428505
"Tyler, TX",TX,place,"Whitehouse, TX",273500.0,187.1158647844041,0.0694884345104847,0.08377770390285089
"Cedar Rapids, IA",IA,place,"Anamosa, IA",192500.0,126.4367816091954,0.331385445092909,0.2407087892278934
"Auburn, NY",NY,place,"Springport, NY",328000.0,162.00529542920847,0.064838094271217,0.050271181361594364
"San Jose, CA",CA,place,"Ridgemark, CA",869796.0,354.1514657980456,0.042257325251571,0.06841630641377261
"Anchorage, AK",AK,place,"Palmer, AK",319500.0,212.10817260861097,0.0788322658200824,0.060834786562413035
"Whitewater, WI",WI,place,"Sharon, WI",123500.0,102.91666666666669,-0.03803436662876303,0.05418194031306922
"Chicago, IL",IL,place,"Joliet, IL",274000.0,165.66265060240963,0.06210127545947586,0.07430216494000508
"Carbondale, IL",IL,place,"Marion, IL",167500.0,97.36324281778829,0.0646802002350364,0.08770315389653005
"Boston, MA",MA,place,"Franklin, MA",632000.0,300.7409154090548,0.06474186381023284,0.0492295738578874
"Harrisonburg, VA",VA,place,"Harrisonburg, VA",387500.0,195.7166652482097,0.08588111086168149,0.07340000079691245
"Sedalia, MO",MO,place,"Sedalia, MO",179900.0,101.4832162373146,0.2181734096503356,0.19894869828272155
"Aberdeen, WA",WA,place,"McCleary, WA",425000.0,181.7792985457656,0.18190947719670714,0.09627099522920224
"Hudson, NY",NY,place,"Copake, NY",480000.0,240.73487488121637,0.10305425242206989,0.14516073948232533
"Marion, IN",IN,place,"Gas City, IN",138500.0,93.05360579729232,0.23989307141547567,0.2186332102195716
"Minneapolis, MN",MN,place,"East Bethel, MN",432500.0,178.8619970601306,0.10318185429310867,0.05521502306538406
"Gary, IN",IN,place,"Lakes of the Four Seasons, IN",312450.0,152.66240993497746,0.06231839266594408,0.08769448819713888
"Roswell, NM",NM,place,"Roswell, NM",209000.0,120.08489269812368,0.13874673044960195,0.1390450341010927
"Fresno, CA",CA,place,"Mayfair, CA",242500.0,196.88369224573017,0.11728038820434117,0.10269232394808459
"Seattle, WA",WA,place,"Algona, WA",532500.0,302.98308967713126,0.08616641280738824,0.08570053482882267
"Los Angeles, CA",CA,place,"Lomita, CA",1185000.0,584.5426615152156,0.09469459525634161,0.07710114177730887
"New Brunswick, NJ",NJ,place,"Clearbrook Park, NJ",329950.0,238.0952380952381,0.10192950546568413,
"Charleston, SC",SC,place,"Hollywood, SC",599850.0,182.41851719197703,-0.0024911562918200625,0.01578561489274044
"Ogden, UT",UT,place,"West Point, UT",584900.0,215.44368600682597,0.1315226974935324,0.10489923308891913
"Jacksonville, FL",FL,place,"Keystone Heights, FL",265000.0,149.7005988023952,0.11497149608127444,0.1125819835853239
"Seattle, WA",WA,place,"Edmonds, WA",910000.0,480.08991650610153,0.0741579278959601,0.08612873032040769
"Chico, CA",CA,place,"Forest Ranch, CA",495000.0,209.83467571004664,0.060540481614018704,0.05977371928748676
"Raleigh, NC",NC,place,"Benson, NC",337450.0,148.57107200922013,0.16075238322232654,0.1153484374081104
"Torrington, CT",CT,place,"New Milford, CT",348250.0,241.64465397802812,0.06389940996932642,0.06928528029040404
"Pinehurst, NC",NC,place,"Pinebluff, NC",375000.0,212.10407239819008,0.1047350915055203,0.08744579460323032
"Winona, MN",MN,place,"St Charles, MN",362450.0,161.9747229703337,0.10218057756080934,0.09513443752314288
"Philadelphia, PA",PA,place,"Swarthmore, PA",997500.0,351.52435974389755,0.12351882715873552,0.06523810132664898
"Syracuse, NY",NY,place,"Elbridge, NY",265000.0,172.07792207792207,0.0715004420990819,0.07449603671839689
"Birmingham, AL",AL,place,"Leeds, AL",273450.0,177.0922486001361,0.06923948782023914,0.07178789456273238
"Boston, MA",MA,place,"Kingston, MA",520000.0,249.28092042186003,0.09145145397963073,0.008022127746548868
"Boston, MA",MA,place,"Kingston, MA",520000.0,288.1152460984394,0.09145145397963073,0.02272244158135761
"Victoria, TX",TX,place,"Goliad, TX",168900.0,155.66820276497697,-0.04203591174637511,0.007256446206579614
"Seattle, WA",WA,place,"Lake Forest Park, WA",1005000.0,438.883580187928,0.09247572714686147,0.07134165209064136
"Cleveland, OH",OH,place,"Brecksville, OH",470000.0,182.5242718446602,0.10352473905361359,0.06677631946427431
"Olean, NY",NY,place,"Ashford, NY",150000.0,126.6891891891892,0.004090542977657208,-0.011352432928181555
"Minneapolis, MN",MN,place,"Mendota Heights, MN",493500.0,205.2008225762856,0.044272202988509646,0.045440375935002386
"Brownwood, TX",TX,place,"Early, TX",170000.0,107.89132985394669,0.05609082371045582,0.026667170630405357
"Baltimore, MD",MD,place,"Hampstead, MD",368000.0,144.7172619047619,0.03941931060831938,-0.005046787445659895
"Birmingham, AL",AL,place,"Alabaster, AL",301700.0,148.975791433892,0.07044191278209477,0.060530715387022926
"Macon, GA",GA,place,"Macon, GA",198000.0,106.87022900763358,0.10546056860834896,0.10671043233963062
"Macon, GA",GA,place,"Macon, GA",135000.0,78.90222984562607,0.06392279487156749,0.07363647500972625
"Austin, TX",TX,place,"Barton Creek, TX",2800000.0,534.9636988918609,0.07754866579359354,0.06310076985830548
"Cincinnati, OH",OH,place,"Woodlawn, OH",225000.0,115.3846153846154,0.23169293035496574,0.18365767127666022
"West Palm Beach, FL",FL,place,"Royal Palm Beach, FL",542700.0,254.64834276475344,0.07605891237743845,0.08034078919604015
"Gadsden, AL",AL,place,"Southside, AL",349900.0,151.97693574958814,0.09007491254355382,0.06871723136341878
"Hilo, HI",HI,place,"Kealakekua, HI",650000.0,530.1794453507341,0.062352148033413046,0.04661232605081489
"Bakersfield, CA",CA,place,"Shafter, CA",331500.0,216.82047051949613,0.09813066190076514,0.06558794267448698
"Tucson, AZ",AZ,place,"Tucson Estates, AZ",372000.0,169.95718656992688,0.07293277438315626,0.05854822341010513
"Asheville, NC",NC,place,"Mars Hill, NC",412590.0,207.0125313283208,0.06986736549348382,0.10119922678872628
"Worcester, MA",MA,place,"Webster, MA",385000.0,267.3611111111111,0.10496324835810356,0.09069152187735341
"Worcester, MA",MA,place,"Webster, MA",385000.0,245.53571428571428,0.10496324835810356,0.08144286756756158
"Utica, NY",NY,place,"Clark Mills, NY",390000.0,216.66666666666663,0.12332672205026429,0.07904979935796774
"Youngstown, OH",OH,place,"Cortland, OH",202500.0,120.66232757716692,0.12034341816031824,0.057978252730851
"Killeen, TX",TX,place,"Temple, TX",275000.0,160.52986079928155,0.06441630984407198,0.06690375135423143
"Seneca, SC",SC,place,"Seneca, SC",546566.5,171.84104611005196,0.17823986960613714,0.06106094676611584
"Worcester, MA",CT,place,"Moosup, CT",304000.0,181.73345759552657,0.048675635601480804,0.05173566454396816
"Chicago, IL",IL,place,"Winfield, IL",618376.0,221.7382714374777,0.10540818717946587,0.06378999337477076
"West Palm Beach, FL",FL,place,"San Castle, FL",453000.0,276.4127764127764,0.16163668026114175,0.15067211154348992
"Boston, MA",MA,place,"Winthrop, MA",700000.0,457.3539455480823,0.09306507728409064,0.08115625506512969
"Trenton, NJ",NJ,place,"Mercerville, NJ",396500.0,286.23677381456946,0.061887217590495425,0.06898499391215296
"Kill Devil Hills, NC",NC,place,"Kitty Hawk, NC",520000.0,338.9830508474576,0.07506429200253506,0.07630307468653563
"Ogden, UT",UT,place,"North Ogden, UT",615995.0,203.15040787965745,0.12337803277101012,0.09425276746496336
"Sacramento, CA",CA,place,"Meadow Vista, CA",565000.0,271.22321670735016,0.07864927868708094,0.06001473838905613
"Glens Falls, NY",NY,place,"Fort Edward, NY",199000.0,207.29166666666663,0.02808915087305608,0.08174357336240279
"Eugene, OR",OR,place,"Heceta Beach, OR",539950.0,192.64596052096053,0.07077618587999712,0.045160585688365895
"Canton, OH",OH,place,"Perry Heights, OH",279900.0,161.03678929765886,0.3052593975553499,0.21505759958025306
"St. Louis, MO",MO,place,"Pevely, MO",205000.0,206.10849056603772,0.07021750979742136,0.07683458253432529
"Hilo, HI",HI,place,"Tiki Gardens, HI",235000.0,283.132530120482,0.16667757734692623,0.15765503210226162
"Hagerstown, MD",WV,place,"Hedgesville, WV",360950.0,200.07384215500943,0.07508028989623772,0.08704440390219248
"Nassau County, NY",NY,place,"Oyster Bay Cove, NY",3100000.0,469.34140802422405,0.0789451549929423,0.03043609576408124
"Tacoma, WA",WA,place,"Raft Island, WA",534800.0,324.388103567264,0.18137289538889223,0.0027423382920930273
"Des Moines, IA",IA,place,"Altoona, IA",324900.0,219.5121951219512,0.055671484606414356,0.06841096538914138
"Napa, CA",CA,place,"American Canyon, CA",712000.0,307.45064957233694,0.06396691150162304,0.06119212098012161
"Naples, FL",FL,place,"Pelican Bay, FL",1725000.0,940.0544959128066,0.06633055505159935,0.10163131599198505
"Dallas, TX",TX,place,"Melissa, TX",493339.5,190.82876718997616,0.09559002605901856,0.08125958882200623
"Muskogee, OK",OK,place,"Keefton, OK",215000.0,128.51165570830844,0.15588521366752017,0.067338680665739
"Tampa, FL",FL,place,"North Weeki Wachee, FL",365000.0,186.44228776680248,0.07648060927930622,0.10253261953657966
"Jamestown, NY",NY,place,"Jamestown, NY",118725.0,83.26077097505667,0.09826949884452962,0.09765629045391289
"San Diego, CA",CA,place,"Chula Vista, CA",900000.0,467.20647773279353,0.07394092378577932,0.07773687827390585
"Philadelphia, PA",PA,place,"Ridley Park, PA",365000.0,208.1406105457909,0.08132847440699686,0.06506485713834076
"Harrisburg, PA",PA,place,"Steelton, PA",175000.0,100.16420361247948,0.03694783186304251,0.026230931547954972
"Asheville, NC",NC,place,"Swannanoa, NC",395000.0,296.34898055950686,0.09105228389946318,0.07739285283633679
"Buffalo, NY",NY,place,"East Aurora, NY",525000.0,194.70404984423675,0.07279958179290125,0.07199099883647353
"Heber, UT",UT,place,"Kamas, UT",645000.0,278.8586251621271,0.05643636873495761,0.11641122508090684
"College Station, TX",TX,place,"Bryan, TX",294850.0,177.78329896779547,0.07542128224790368,0.07587842658922428
"Bremerton, WA",WA,place,"Manchester, WA",440000.0,296.42002237136467,0.11488777294252928,0.07933546468295138
"Boston, MA",MA,place,"Millis-Clicquot, MA",899900.0,374.95833333333326,0.1343978824088996,0.052830624643712465
"Chicago, IL",IL,place,"West Chicago, IL",280000.0,204.22931714006413,0.0760775594474592,0.07036996795674155
"Minneapolis, MN",MN,place,"Champlin, MN",340000.0,176.85185185185185,0.06217627643532442,0.05428348412114459
"New Bern, NC",NC,place,"Cherry Branch, NC",350000.0,194.44444444444449,0.07472683353100962,0.08024336499587537
"Richmond, VA",VA,place,"West Point, VA",365000.0,177.52918287937743,0.04109486356920722,0.04316349532101915
"Boston, MA",MA,place,"Dedham, MA",615000.0,395.47526678715735,0.04795211530476329,0.04013670017124227
"Boston, MA",MA,place,"Dedham, MA",600000.0,396.65523156089193,0.045367639930755876,0.04044662597721471
"Atlanta, GA",GA,place,"Jackson, GA",208000.0,132.6530612244898,0.15554463485369285,0.15758181728106413
"New Castle, PA",PA,place,"Ellwood City, PA",140000.0,96.15384615384616,0.10844922260027201,0.10557219434310117
"Minneapolis, MN",MN,place,"Shakopee, MN",500000.0,204.75020475020477,0.08336640957625319,0.06795121087679923
"Rochester, MN",MN,place,"Dodge Center, MN",231500.0,168.7466300316462,0.14456371691253178,0.20378580688343773
"Hilton Head Island, SC",SC,place,"Hardeeville, SC",504950.0,262.234890489825,0.08564803625916495,0.06710976886231501
"Hilo, HI",HI,place,"Discovery Harbour, HI",318150.0,265.9574468085106,0.048171818713160786,0.07840295619698545
"Fayetteville, AR",AR,place,"Huntsville, AR",202450.0,155.0715122242015,0.02066537888252351,0.09840296913306434
"Russellville, AR",AR,place,"Russellville, AR",208750.0,122.02485014985017,0.06861631879512387,0.06933227137186582
"York, PA",PA,place,"New Freedom, PA",378250.0,183.848195728921,0.04165546026091804,0.05720440455116682
"Omaha, NE",NE,place,"Omaha, NE",258000.0,142.75634995296332,0.07094615359529888,0.07003107110402063
"Albany, NY",NY,place,"Greenfield, NY",447500.0,221.5700660308144,0.061604739600502834,0.05811657512958934
"Escanaba, MI",MI,place,"Escanaba, MI",108000.0,97.24018085870368,0.10373747183523885,0.11725814275823132
"Santa Rosa, CA",CA,place,"Penngrove, CA",942000.0,656.9037656903765,0.02759717044632537,0.08675546269840839
"Providence, RI",RI,place,"Cumberland Hill, RI",517000.0,228.82805816937557,0.1109982264948619,0.08469242185240877
"Honolulu, HI",HI,place,"Pearl City, HI",850000.0,637.2549019607843,0.034585423166073825,0.05236875822587028
"Atlanta, GA",GA,place,"Candler-McAfee, GA",330000.0,187.41307371349097,0.19574942533110495,0.13293944516714862
"Chico, CA",CA,place,"Thermalito, CA",270000.0,241.3469906942492,0.13257334581434943,0.12979376148530353
"New Brunswick, NJ",NJ,place,"Pine Lake Park, NJ",440000.0,284.9740932642487,0.11287804048775985,0.1014042978853622
"Kingston, NY",NY,place,"Woodstock, NY",664800.0,403.22580645161287,0.1427870128229527,0.11422275629301515
"Kingston, NY",NY,place,"Woodstock, NY",630000.0,421.6216216216216,0.13665914413936475,0.11920458211603502
"Jacksonville, FL",FL,place,"Neptune Beach, FL",907500.0,262.91245456037586,0.11520492688534545,0.051444432556502884
"Washington, DC",VA,place,"Leesburg, VA",1007585.0,244.55428695194772,0.0658502910787222,0.03939238814340906
"Peoria, IL",IL,place,"Canton, IL",94500.0,79.12406566093392,0.0338374280565632,0.029483830809429845
"Washington, DC",VA,place,"Lansdowne, VA",1237500.0,184.19068736141907,0.024654253772307344,0.04069985216642191
"Utica, NY",NY,place,"Vernon, NY",170000.0,161.9047619047619,-0.03588623451822148,0.09554940554438685
"Ogden, UT",UT,place,"South Ogden, UT",364000.0,171.1427541456381,0.09129691164638776,0.07545126212689146
"Greenville, SC",SC,place,"Gray Court, SC",160000.0,133.5559265442404,0.029186008964760646,0.10323826351651455
"Grand Rapids, MI",MI,place,"Howard City, MI",144000.0,81.17249154453212,0.06391291027235524,0.033857012702673606
"Lafayette, LA",LA,place,"Rayne, LA",120000.0,120.71192300996384,0.08722089462493776,0.1308494312747599
"Montgomery County, PA",PA,place,"New Hope, PA",757500.0,236.00873188197795,0.026002696364450406,-0.002812623448302465
"Flagstaff, AZ",AZ,place,"Oak Creek Canyon, AZ",560000.0,569.5409695409696,-0.031343649183027567,0.12634401533309103
"Nashville, TN",TN,place,"Forest Hills, TN",1695000.0,343.5346574787191,0.08495279738135442,0.0686532864538063
"Ogdensburg, NY",NY,place,"Fine, NY",160000.0,73.73271889400921,0.0430210380321947,-0.09360016900813972
"Greenville, SC",SC,place,"Greer, SC",369900.0,165.48463356973994,0.07833452023136833,0.07344035298569418
"Killeen, TX",TX,place,"Copperas Cove, TX",230000.0,138.03680981595093,0.0981015418133846,0.08044984434387281
"West Palm Beach, FL",FL,place,"Westgate, FL",330000.0,328.0542986425339,0.12737678071937575,0.16736831385515982
"Sacramento, CA",CA,place,"Woodland, CA",545000.0,313.1419234360411,0.07276173452992096,0.060419285434971215
"Buffalo, NY",NY,place,"Colden, NY",325000.0,169.0067602704108,0.09834714370534314,0.05450590927593035
"Athens, TX",TX,place,"Tool, TX",297000.0,185.71619527602715,0.017784213088928524,-0.008102284197293863
"Martin, TN",TN,place,"Dresden, TN",189000.0,70.21755310873621,0.030465311786347593,0.05818713491111427
"Poughkeepsie, NY",NY,place,"Red Oaks Mill, NY",407500.0,167.5513217097863,0.07164204526016249,0.06999641067846407
"Grand Rapids, MN",MN,place,"Cohasset, MN",410000.0,157.2085889570552,0.04265831082687299,0.021568696530002374
"Springfield, MA",MA,place,"Wilbraham, MA",472000.0,210.72247706422016,0.027486241519619536,0.05818998734070813
"Springfield, MA",MA,place,"Wilbraham, MA",547500.0,243.82277699364852,0.04284611528676319,0.07374211827150057
"Akron, OH",OH,place,"Norton, OH",223500.0,124.92192379762648,0.10150344604381156,0.06497904755369222
"Rochester, MN",MN,place,"Elgin, MN",309900.0,242.109375,0.055890886094857484,0.12935582846111604
"Warrensburg, MO",MO,place,"Warrensburg, MO",203000.0,135.5599214145383,0.029439847052170842,0.034170401232938685
"Poughkeepsie, NY",NY,place,"Minisink, NY",407500.5,245.53251472049496,0.07269851067082866,0.061055261064196564
"West Palm Beach, FL",FL,place,"Pahokee, FL",204900.0,163.78896882494004,0.1416015390799874,0.1415420937896208
"Atlanta, GA",GA,place,"Jonesboro, GA",256500.0,151.83869199853854,0.06664614164411042,0.09951477048364099
"Baltimore, MD",MD,place,"Chester, MD",547450.0,313.0419052363416,0.028832617485019085,0.047958653998974476
"Riverside, CA",CA,place,"Chino Hills, CA",1042500.0,470.27084142323065,0.07517329414098417,0.05653848354508151
"Orlando, FL",FL,place,"Paradise Heights, FL",440000.0,230.36649214659687,0.22047852624585262,0.17531407057344017
"Lewisburg, TN",TN,place,"Chapel Hill, TN",397000.0,223.43759900242543,0.1011279522587738,0.09774044590379738
"Peoria, IL",IL,place,"Chillicothe, IL",143000.0,104.04624277456648,0.037719298305824545,0.0571353166596571
"Charlotte, NC",NC,place,"Charlotte, NC",403000.0,229.7297297297297,0.08919112056911604,0.0993918998637282
"Lafayette, IN",IN,place,"Lafayette, IN",187500.0,142.91294642857144,0.09523025413882569,0.12781845914520829
"Lebanon, PA",PA,place,"Fredericksburg, PA",193500.0,105.46875,-0.0015373090120002209,0.010730465363012476
"Coos Bay, OR",OR,place,"Coos Bay, OR",294275.0,235.60684647302904,0.07464710672286357,0.10512483082416324
"Austin, TX",TX,place,"Buda, TX",420000.0,196.07843137254903,0.08544483442877215,0.07414686509828394
"Lafayette, LA",LA,place,"Crowley, LA",27500.0,27.777777777777775,-0.05989523970468391,-0.006505248792707419
"San Antonio, TX",TX,place,"Schertz, TX",340000.0,169.23076923076923,0.06867115384649836,0.07250938158136977
"Kansas City, MO",KS,place,"Paola, KS",239500.0,165.82914572864323,0.034900114231123824,0.06215621340177058
"San Antonio, TX",TX,place,"Terrell Hills, TX",476250.0,221.03301110654053,0.0017489907556247353,0.026464047869725116
"Orlando, FL",FL,place,"Montverde, FL",720000.0,262.5,0.1452461968733385,0.11921039702692227
"Oklahoma City, OK",OK,place,"Jones, OK",195000.0,117.85804210631711,0.14130869721941397,0.07507738702522193
"Johnstown, PA",PA,place,"Ebensburg, PA",200000.0,97.89525208027409,0.05418006396907016,
"Cincinnati, OH",IN,place,"Aurora, IN",185500.0,141.2141590551708,0.043718353559030865,0.10870461798653652
"Jacksonville, FL",FL,place,"Jacksonville Beach, FL",615500.0,399.78250915750914,0.0899974223926796,0.09802871437971006
